name,team,level,class_last,reliability,player_id,canonical_id,season,last_season,last_n,proj_woba,proj_woba_p10,proj_woba_p90,periph_adj,proj_k_pct,proj_bb_pct,proj_iso,proj_babip,proj_hr_pa,proj_avg,proj_obp
Jake Dodge,Linn-Benton,JUCO,Fr,0.586,4380,4380,2027,2025,140,0.309,0.2408,0.3773,0.0,0.2149,0.0804,0.1231,0.2948,0.0111,0.2343,0.3186
Calvin Curio,Grays Harbor,JUCO,Fr,0.261,4349,4349,2027,2025,82,0.309,0.2374,0.3807,0.0,0.1911,0.1083,0.0811,0.3057,0.0064,0.2418,0.3385
Hudson Cunningham,Pierce,JUCO,Fr,0.384,1081,1081,2027,2026,116,0.3089,0.2386,0.3793,0.0012,0.1495,0.108,0.0751,0.3052,0.006,0.2511,0.3398
Isaiah Sanchez,Chemeketa,JUCO,Fr,0.306,770,770,2027,2026,82,0.3088,0.2376,0.3799,0.0001,0.2043,0.104,0.0672,0.2998,0.0063,0.2315,0.3459
Ryland Heckman,Umpqua,JUCO,Fr,0.277,4537,4537,2027,2025,89,0.3087,0.2373,0.3802,0.0,0.1989,0.1217,0.0915,0.2947,0.0087,0.2307,0.3404
Davis Chakos,Big Bend,JUCO,Fr,0.335,4184,4184,2027,2025,78,0.3082,0.2374,0.3791,0.0,0.1918,0.1147,0.0856,0.3026,0.0084,0.2415,0.338
Noah Vibbert,Blue Mountain,JUCO,So,0.307,703,703,2027,2025,103,0.3075,0.2363,0.3786,0.0,0.1951,0.1019,0.0718,0.3045,0.0061,0.2399,0.3422
Aiden DePaula,Skagit,JUCO,Fr,0.338,1135,1135,2027,2026,95,0.307,0.2362,0.3779,0.0007,0.2268,0.1118,0.0897,0.306,0.0089,0.2392,0.3335
Sherman Giffin-Williams,Skagit,JUCO,Fr,0.212,1138,1138,2027,2026,50,0.3069,0.2347,0.379,0.0,0.1468,0.1018,0.074,0.2986,0.0066,0.2392,0.3424
Nicholas Kemker,Big Bend,JUCO,So,0.202,674,674,2027,2025,59,0.3066,0.2343,0.3788,0.0,0.2223,0.1166,0.0724,0.3053,0.0064,0.2357,0.3418
Aiden Herrera,Clackamas,JUCO,Fr,0.273,797,797,2027,2026,70,0.3064,0.2349,0.3779,0.001,0.1769,0.108,0.0689,0.3084,0.0064,0.2488,0.3389
J'Den Briones,Blue Mountain,JUCO,Fr,0.272,4197,4197,2027,2025,87,0.3064,0.2349,0.3779,0.0,0.1711,0.1095,0.0758,0.3016,0.0064,0.2406,0.3394
Brett Ronson,Mt. Hood,JUCO,Fr,0.212,1050,1050,2027,2026,50,0.3063,0.2342,0.3785,0.0001,0.1681,0.1052,0.0689,0.309,0.0066,0.2506,0.3382
TJ Dahlke,Lane,JUCO,Fr,0.29,4372,4372,2027,2025,95,0.3063,0.235,0.3776,0.0,0.1785,0.1199,0.0802,0.2858,0.0063,0.2198,0.3432
Kadin Kingsbury,Pierce,JUCO,Fr,0.592,4437,4437,2027,2025,192,0.3063,0.2381,0.3745,0.0,0.1255,0.0968,0.0885,0.2891,0.0067,0.2456,0.3296
Elias Blackhawk,Chemeketa,JUCO,Fr,0.425,4242,4242,2027,2025,172,0.3061,0.2361,0.376,0.0,0.1308,0.1277,0.0566,0.292,0.0059,0.2378,0.3465
JC Klee,Corban,NAIA,So,0.666,2863,2863,2027,2026,177,0.3059,0.2385,0.3733,-0.0001,0.1774,0.0687,0.0968,0.3219,0.0103,0.2643,0.3246
Eddie Marson,Blue Mountain,JUCO,So,0.604,695,695,2027,2026,213,0.3058,0.2377,0.3739,-0.0004,0.1675,0.1227,0.0871,0.2876,0.0065,0.23,0.3374
William Goth,Clackamas,JUCO,So,0.487,124,124,2027,2026,103,0.3058,0.2365,0.3751,-0.0003,0.1397,0.1095,0.0539,0.2979,0.0055,0.245,0.3482
Dominic Hecker,Olympic,JUCO,So,0.555,1066,1066,2027,2026,122,0.3057,0.2371,0.3743,-0.0001,0.1787,0.1133,0.0815,0.3004,0.0069,0.2418,0.3385
Nolan McCormack,Mt. Hood,JUCO,So,0.213,192,192,2027,2025,63,0.3057,0.2336,0.3778,0.0,0.1663,0.1071,0.0712,0.3065,0.0064,0.248,0.3373
Hayden Foreman,Mt. Hood,JUCO,Fr,0.229,4408,4408,2027,2025,69,0.3057,0.2337,0.3776,0.0,0.2055,0.1013,0.0677,0.3123,0.0065,0.2469,0.3367
Cale Roy,Spokane,JUCO,,0.359,4495,4495,2027,2025,59,0.3057,0.2351,0.3764,0.0,0.2021,0.1078,0.0688,0.3145,0.005,0.2496,0.3381
Brodie Geoghagan,Shoreline,JUCO,Fr,0.424,1109,1109,2027,2026,137,0.3055,0.2355,0.3754,0.0005,0.1172,0.0808,0.081,0.3008,0.0059,0.2536,0.3301
Ty Sheldon,Chemeketa,JUCO,Fr,0.241,773,773,2027,2026,59,0.3053,0.2335,0.3772,-0.0006,0.2373,0.112,0.0668,0.3135,0.0065,0.2413,0.3419
Kason Bleckert,Big Bend,JUCO,So,0.542,663,663,2027,2026,61,0.3052,0.2365,0.3739,0.0,0.1333,0.103,0.0648,0.2945,0.0053,0.244,0.3429
Anthony Myers,Skagit,JUCO,Fr,0.531,101,101,2027,2025,169,0.3052,0.2364,0.374,0.0,0.1543,0.1203,0.0559,0.2983,0.0055,0.2452,0.3461
Seth Olson,Walla Walla,JUCO,Fr,0.593,125,125,2027,2025,220,0.3051,0.2369,0.3732,0.0,0.167,0.1141,0.0747,0.2928,0.0064,0.2379,0.3363
A'alona DeMartin,Douglas,JUCO,Fr,0.404,863,863,2027,2026,126,0.305,0.2348,0.3751,-0.0005,0.2665,0.1187,0.0822,0.3167,0.006,0.2359,0.3385
Tim Cook,Skagit,JUCO,Fr,0.367,1149,1149,2027,2026,108,0.3047,0.2342,0.3753,-0.0004,0.2213,0.1162,0.0835,0.2977,0.0087,0.2292,0.3356
Jevin Patterson,Centralia,JUCO,Fr,0.479,4225,3399,2027,2025,149,0.3046,0.2352,0.3739,0.0,0.2381,0.1324,0.0787,0.288,0.0093,0.2137,0.3394
Joseph Valenzuela,Big Bend,JUCO,So,0.212,662,662,2027,2026,50,0.3045,0.2324,0.3766,-0.0017,0.2434,0.1272,0.0782,0.3032,0.0064,0.2303,0.3428
Elijah Magyar,Spokane,JUCO,Fr,0.272,4499,4499,2027,2025,87,0.3044,0.2329,0.3759,0.0,0.2359,0.112,0.0903,0.3037,0.0087,0.2361,0.3333
Trey Ward,Chemeketa,JUCO,Fr,0.458,4245,4245,2027,2025,76,0.3044,0.2348,0.374,0.0,0.1461,0.1113,0.0664,0.2908,0.0058,0.2358,0.345
Ethan Klenke,Shoreline,JUCO,Fr,0.453,4449,4449,2027,2025,134,0.3044,0.2348,0.374,0.0,0.1646,0.1158,0.0587,0.3029,0.0058,0.2451,0.3415
Logan Putman,Olympic,JUCO,Fr,0.241,4429,4429,2027,2025,74,0.3042,0.2324,0.3761,0.0,0.2317,0.116,0.0825,0.3025,0.0065,0.2324,0.3377
Branson Castleberry,Walla Walla,JUCO,Fr,0.262,1297,1297,2027,2026,66,0.3041,0.2325,0.3757,-0.0003,0.2453,0.1192,0.0706,0.2987,0.0064,0.2248,0.3442
Duncan Roush,Clark,JUCO,Fr,0.229,4273,4273,2027,2025,69,0.304,0.2321,0.376,0.0,0.2383,0.1094,0.0793,0.3084,0.0065,0.238,0.3367
Tyrel Gertner,Chemeketa,JUCO,So,0.29,772,772,2027,2026,76,0.3039,0.2326,0.3752,-0.0008,0.241,0.1139,0.0665,0.3127,0.0062,0.2407,0.3436
Andrew Dyk,Pierce,JUCO,Fr,0.473,1092,1092,2027,2026,167,0.3038,0.2343,0.3732,-0.0013,0.2456,0.0993,0.1157,0.3063,0.0125,0.2392,0.319
Cole Collins,SW Oregon,JUCO,So,0.544,1163,1163,2027,2026,170,0.3036,0.235,0.3723,-0.0,0.2168,0.0884,0.0669,0.3238,0.0053,0.2542,0.3298
Domenic DeCarlo,Skagit,JUCO,Fr,0.408,4466,4466,2027,2025,160,0.3036,0.2335,0.3737,0.0,0.1809,0.105,0.0756,0.3023,0.006,0.2423,0.337
Anthony Knott,Spokane,JUCO,So,0.369,1180,1180,2027,2026,60,0.3036,0.2331,0.3741,-0.0,0.13,0.1145,0.0669,0.2975,0.0059,0.2434,0.3385
Hugo Cubillan,Grays Harbor,JUCO,Fr,0.433,958,958,2027,2026,142,0.3035,0.2337,0.3734,-0.0019,0.2088,0.1111,0.0844,0.3101,0.0059,0.244,0.3341
Gabriel Johnson,Shoreline,JUCO,So,0.421,1108,1108,2027,2026,81,0.3034,0.2334,0.3733,-0.0004,0.2018,0.1078,0.0706,0.3045,0.0057,0.2449,0.3383
Walker Livingston,Grays Harbor,JUCO,Fr,0.356,961,961,2027,2026,103,0.3033,0.2327,0.374,-0.0008,0.2015,0.1296,0.0674,0.2945,0.0061,0.2261,0.3448
Alex Hirai,Big Bend,JUCO,So,0.238,665,665,2027,2026,58,0.3031,0.2312,0.3749,0.0003,0.1832,0.1105,0.0655,0.3022,0.0063,0.239,0.34
Cody Leming,Chemeketa,JUCO,Fr,0.567,118,118,2027,2025,181,0.3029,0.2345,0.3714,0.0,0.1192,0.1086,0.0727,0.2859,0.0054,0.2384,0.3321
Jaime Ruelas,Big Bend,JUCO,Fr,0.428,667,667,2027,2026,139,0.3028,0.2329,0.3727,-0.0002,0.2117,0.0909,0.0779,0.3111,0.0083,0.2487,0.3311
Giovanny Alvillar,Warner Pacific,NAIA,Sr,0.573,2949,2949,2027,2026,112,0.3026,0.2342,0.371,-0.0009,0.1966,0.0757,0.0803,0.3316,0.0091,0.2655,0.3289
Max Rodabaugh,Everett,JUCO,So,0.345,925,925,2027,2026,98,0.3025,0.2317,0.3732,-0.0004,0.2391,0.1216,0.0664,0.3111,0.006,0.238,0.342
Ikko Kashima,Skagit,JUCO,Fr,0.431,1136,1136,2027,2026,141,0.3024,0.2325,0.3722,-0.0,0.1279,0.0956,0.0789,0.2957,0.0083,0.2492,0.3261
Dallas Sooto,Edmonds,JUCO,Fr,0.309,892,892,2027,2026,83,0.3023,0.2312,0.3734,-0.0,0.1915,0.1129,0.0704,0.3051,0.0063,0.2422,0.3373
Boyd Kay,Treasure Valley,JUCO,So,0.586,1232,1232,2027,2026,180,0.3022,0.2339,0.3704,0.0003,0.1953,0.0966,0.0872,0.3059,0.0085,0.2467,0.3258
Tyson Landoni,Walla Walla,JUCO,Fr,0.309,1304,1304,2027,2026,83,0.3021,0.2309,0.3732,-0.0005,0.1915,0.1006,0.0706,0.3104,0.0063,0.2477,0.33
Gavin Hernandez,Treasure Valley,JUCO,Fr,0.287,1238,1238,2027,2026,75,0.302,0.2306,0.3733,0.0,0.1591,0.1063,0.0681,0.2989,0.0064,0.2401,0.3363
Cole Hoffman,Shoreline,JUCO,Fr,0.46,613,613,2027,2026,96,0.3019,0.2324,0.3715,0.0007,0.1879,0.1082,0.1024,0.2971,0.0089,0.2391,0.3289
Matthew Butler,Olympic,JUCO,Fr,0.287,1063,1063,2027,2026,75,0.3019,0.2306,0.3733,-0.0002,0.2073,0.1063,0.0677,0.3114,0.0064,0.2471,0.3363
Derek Feltner,Skagit,JUCO,So,0.295,1142,1142,2027,2026,78,0.3019,0.2307,0.3732,-0.0019,0.2085,0.1101,0.0802,0.2965,0.009,0.2322,0.3374
Tanner Koford,Mt. Hood,JUCO,Fr,0.446,1049,1049,2027,2026,150,0.3019,0.2322,0.3716,0.0006,0.1849,0.1292,0.0638,0.2899,0.0058,0.2242,0.338
Nick Crawford,Chemeketa,JUCO,So,0.513,768,768,2027,2026,96,0.3019,0.2329,0.371,0.0013,0.1984,0.1108,0.0672,0.2905,0.0054,0.2241,0.3428
Hiroto Horikawa,SW Oregon,JUCO,Fr,0.485,1162,1162,2027,2026,175,0.3017,0.2324,0.371,-0.0007,0.2078,0.0998,0.0851,0.3079,0.0057,0.2407,0.3256
Ezra Townsend,Skagit,JUCO,Fr,0.273,1141,1141,2027,2026,70,0.3013,0.2298,0.3728,-0.0024,0.2638,0.1177,0.0803,0.2944,0.0093,0.2217,0.3389
Carson Puryear,Olympic,JUCO,Fr,0.311,1067,1067,2027,2026,84,0.3011,0.23,0.3722,-0.0004,0.2532,0.1033,0.0739,0.3198,0.0063,0.2464,0.3325
Kaleb Ames,Grays Harbor,JUCO,Fr,0.499,112,112,2027,2025,156,0.3011,0.2319,0.3702,0.0,0.141,0.0959,0.0621,0.3011,0.0056,0.25,0.3357
Anakin Botts,Clackamas,JUCO,Fr,0.374,4252,4252,2027,2025,100,0.3008,0.2303,0.3712,0.0,0.2552,0.1101,0.0681,0.3123,0.0061,0.2276,0.3347
Ethan Cates,Treasure Valley,JUCO,So,0.226,1234,1234,2027,2025,68,0.3007,0.2287,0.3727,0.0,0.2332,0.1111,0.0663,0.307,0.0063,0.2371,0.3384
Conner Dailey,Spokane,JUCO,Fr,0.381,4497,4497,2027,2025,143,0.3005,0.2301,0.3708,0.0,0.1703,0.1068,0.0795,0.2886,0.0081,0.2295,0.3338
Freddy Frias-Moreno,Pierce,JUCO,So,0.191,1096,1096,2027,2025,55,0.3005,0.2281,0.3728,0.0,0.1743,0.115,0.0687,0.293,0.0064,0.2276,0.3362
Hudson Massie,Clackamas,JUCO,Fr,0.2,4260,4260,2027,2025,58,0.3005,0.2282,0.3727,0.0,0.2426,0.1156,0.0741,0.3006,0.0066,0.2297,0.3358
Duke Beamer,Clackamas,JUCO,Fr,0.186,4253,4253,2027,2025,53,0.3004,0.228,0.3729,0.0,0.1843,0.1229,0.0755,0.2885,0.0067,0.2224,0.3382
Taylor Oliver,Grays Harbor,JUCO,So,0.338,947,947,2027,2026,95,0.3003,0.2295,0.3711,-0.0014,0.2269,0.1107,0.0711,0.3101,0.006,0.2398,0.3351
Iain Loverink,Olympic,JUCO,So,0.313,4426,4426,2027,2025,106,0.3003,0.2292,0.3714,0.0,0.1788,0.1036,0.0737,0.3008,0.0061,0.239,0.3335
Thomas Wood,Bellevue,JUCO,Fr,0.225,615,615,2027,2026,54,0.3003,0.2283,0.3723,0.0,0.2459,0.1038,0.078,0.3034,0.0065,0.2315,0.3327
Kai Douglas,Skagit,JUCO,So,0.637,105,105,2027,2026,174,0.3002,0.2325,0.3679,-0.0002,0.1938,0.0927,0.0758,0.3123,0.005,0.2514,0.3293
Conner Boyd,Linn-Benton,JUCO,So,0.556,4375,4375,2027,2025,189,0.3001,0.2315,0.3686,0.0,0.1274,0.1067,0.0635,0.2834,0.0053,0.2312,0.3342
Will Scharf,Grays Harbor,JUCO,Fr,0.197,4359,4359,2027,2025,57,0.3001,0.2278,0.3724,0.0,0.2207,0.1187,0.07,0.2986,0.0066,0.2305,0.337
Micah Rogers,SW Oregon,JUCO,Fr,0.299,4483,4483,2027,2025,54,0.2996,0.2284,0.3709,0.0,0.2301,0.1168,0.0792,0.2974,0.0063,0.2264,0.334
Jaden Herwick,Grays Harbor,JUCO,Fr,0.465,4348,4348,2027,2025,83,0.2994,0.2299,0.3689,0.0,0.2438,0.1209,0.0839,0.2945,0.0099,0.2231,0.3322
Hudson Meyer,Treasure Valley,JUCO,Fr,0.338,1245,1245,2027,2026,95,0.2994,0.2286,0.3702,0.0,0.1731,0.1029,0.068,0.3041,0.0062,0.2452,0.3301
Hawke Hansen,Bellevue,JUCO,Fr,0.352,640,640,2027,2026,101,0.2994,0.2287,0.3701,-0.0002,0.2194,0.1099,0.0797,0.294,0.0088,0.2272,0.3335
Luka Ruljancich,Everett,JUCO,So,0.504,4333,4333,2027,2025,189,0.2994,0.2303,0.3685,0.0,0.2264,0.1115,0.0862,0.295,0.0094,0.2307,0.3281
Chase Logan,Linn-Benton,JUCO,Fr,0.288,4381,4381,2027,2025,94,0.2993,0.2279,0.3706,0.0,0.1457,0.1025,0.0709,0.2984,0.0063,0.2405,0.3263
Cameron Bailey,Blue Mountain,JUCO,Fr,0.251,4201,4201,2027,2025,78,0.2989,0.2271,0.3706,0.0,0.1849,0.1068,0.0702,0.2921,0.0065,0.2282,0.3365
Ryan Hartnett,Olympic,JUCO,Fr,0.446,1071,1071,2027,2026,150,0.2985,0.2288,0.3682,-0.0015,0.243,0.0934,0.0777,0.3233,0.0058,0.2514,0.3263
Conner Lang,Treasure Valley,JUCO,Fr,0.265,4518,4518,2027,2025,84,0.2983,0.2267,0.3699,0.0,0.189,0.1051,0.0759,0.3,0.0064,0.2372,0.3303
Spencer Harbourne,Douglas,JUCO,Fr,0.337,4309,4309,2027,2025,118,0.2982,0.2274,0.3691,0.0,0.2546,0.1085,0.0771,0.3053,0.0062,0.2308,0.3322
Tryston Stephenson,Skagit,JUCO,Fr,0.221,4465,4465,2027,2025,66,0.2978,0.2257,0.3698,0.0,0.2425,0.1158,0.0723,0.3013,0.0066,0.2309,0.3335
Riley Sanoy,Pierce,JUCO,Fr,0.259,1087,1087,2027,2026,65,0.2972,0.2256,0.3689,0.0003,0.2149,0.1164,0.0888,0.2904,0.0094,0.2259,0.3261
Jack Engell,Wenatchee Valley,JUCO,So,0.565,1319,1319,2027,2026,129,0.2971,0.2286,0.3656,-0.0019,0.232,0.1007,0.1064,0.3026,0.011,0.2339,0.3173
Liam O'Connor,Willamette,D3,Jr,0.736,3458,3458,2027,2026,146,0.297,0.2303,0.3637,0.0005,0.1661,0.1014,0.0911,0.2921,0.0145,0.2461,0.3317
Caden Kennelly,Bellevue,JUCO,So,0.683,637,637,2027,2026,200,0.2968,0.2296,0.3641,0.0007,0.0953,0.1143,0.0499,0.2756,0.0048,0.2361,0.3371
Nolan Christ,Centralia,JUCO,So,0.613,70,70,2027,2026,148,0.2968,0.2289,0.3648,-0.0024,0.2975,0.1145,0.0671,0.3362,0.0051,0.2408,0.3335
Jackson Poole,Clackamas,JUCO,Fr,0.408,791,791,2027,2026,128,0.2964,0.2263,0.3665,0.0,0.2594,0.1018,0.0842,0.3119,0.0084,0.2377,0.3207
Cooper Crutcher,Grays Harbor,JUCO,Fr,0.298,950,950,2027,2026,79,0.2963,0.225,0.3675,-0.0017,0.2081,0.1019,0.0878,0.299,0.0091,0.236,0.3239
Chase Saunders,Chemeketa,JUCO,Fr,0.35,761,761,2027,2026,100,0.2963,0.2256,0.367,0.0011,0.1421,0.1102,0.0674,0.2908,0.0061,0.2325,0.3278
Brian Alcazar,Walla Walla,JUCO,So,0.494,1298,1298,2027,2026,97,0.2955,0.2263,0.3647,-0.001,0.2206,0.1054,0.0811,0.2987,0.0055,0.2279,0.3273
Jackson Dulay,Bellevue,JUCO,So,0.457,642,642,2027,2026,102,0.295,0.2254,0.3646,-0.0008,0.2386,0.1003,0.0775,0.3109,0.0056,0.2387,0.3256
Diego Trujilo,Mt. Hood,JUCO,Fr,0.29,4407,4407,2027,2025,95,0.2949,0.2236,0.3662,0.0,0.1785,0.1173,0.0671,0.289,0.0063,0.2239,0.3313
Mason Ubias,Blue Mountain,JUCO,So,0.414,697,697,2027,2026,88,0.2946,0.2246,0.3647,-0.0017,0.2327,0.1363,0.0574,0.2854,0.0058,0.2107,0.3451
Patrick Clark,SW Oregon,JUCO,Fr,0.253,1171,1171,2027,2026,63,0.2945,0.2228,0.3662,-0.0002,0.2114,0.1171,0.0659,0.2957,0.0065,0.2281,0.3326
Owen Sonne,Chemeketa,JUCO,Fr,0.262,764,764,2027,2026,66,0.2942,0.2226,0.3658,0.0004,0.2071,0.1095,0.08,0.2901,0.0064,0.2222,0.3248
Nolan Lehew,Treasure Valley,JUCO,Fr,0.215,1244,1244,2027,2026,51,0.2938,0.2217,0.3659,0.0,0.202,0.1117,0.0738,0.2916,0.0066,0.2254,0.3286
Xavier Hess,Grays Harbor,JUCO,So,0.222,960,960,2027,2026,53,0.2935,0.2215,0.3656,-0.0008,0.2035,0.1123,0.0666,0.2992,0.0064,0.2339,0.3305
Marcelino Healy,Blue Mountain,JUCO,So,0.235,706,706,2027,2026,57,0.2934,0.2215,0.3653,-0.002,0.2655,0.1209,0.071,0.2982,0.0063,0.2241,0.3333
Cade Felts,Lane,JUCO,Fr,0.331,972,972,2027,2026,92,0.2933,0.2224,0.3642,0.0005,0.187,0.1008,0.0721,0.3014,0.0062,0.2396,0.323
Kenny Russell,Centralia,JUCO,Fr,0.216,4231,4231,2027,2025,64,0.293,0.2209,0.3651,0.0,0.2566,0.1164,0.0686,0.2976,0.0066,0.2252,0.3291
Travis Beam,Skagit,JUCO,Fr,0.311,1148,1148,2027,2026,84,0.2929,0.2218,0.364,-0.0016,0.2589,0.1095,0.0664,0.2954,0.0063,0.2185,0.3325
Kamanalu Grace,Walla Walla,JUCO,So,0.287,1294,1294,2027,2026,75,0.2928,0.2215,0.3642,-0.0004,0.2063,0.1111,0.0621,0.285,0.0062,0.2156,0.3336
Nolen Miller,Grays Harbor,JUCO,Fr,0.34,951,951,2027,2026,96,0.2925,0.2217,0.3633,-0.0011,0.2042,0.1174,0.0595,0.2975,0.0062,0.2307,0.3324
Misa Leyba,Shoreline,JUCO,Fr,0.286,4451,4451,2027,2025,93,0.2924,0.221,0.3638,0.0,0.161,0.1053,0.0707,0.2931,0.0064,0.2319,0.3243
Ryland Detzler,Mt. Hood,JUCO,So,0.256,4409,2947,2027,2025,80,0.2924,0.2207,0.364,0.0,0.2083,0.113,0.0682,0.2953,0.0063,0.2272,0.3259
Mateo Castro,Olympic,JUCO,Fr,0.548,4423,4423,2027,2025,172,0.2923,0.2237,0.361,0.0,0.1898,0.0982,0.0855,0.2874,0.0094,0.2276,0.3197
Talan Thai,Columbia Basin,JUCO,So,0.495,829,829,2027,2026,60,0.2923,0.2231,0.3615,-0.0007,0.1499,0.1038,0.0531,0.2928,0.0055,0.2371,0.3279
Cobie Klein,Treasure Valley,JUCO,Fr,0.307,4516,4516,2027,2025,103,0.2922,0.2211,0.3634,0.0,0.2591,0.1051,0.0931,0.2968,0.0063,0.2225,0.3176
Kellen Willer,Grays Harbor,JUCO,Fr,0.325,4355,4355,2027,2025,112,0.2922,0.2212,0.3632,0.0,0.2395,0.1125,0.0773,0.3002,0.0062,0.2287,0.3237
Diego Morfin,Grays Harbor,JUCO,So,0.244,200,200,2027,2025,75,0.2922,0.2204,0.364,0.0,0.2562,0.1145,0.0651,0.2967,0.0063,0.2234,0.331
Cooper Davis,Spokane,JUCO,So,0.491,1191,1191,2027,2026,66,0.2921,0.2229,0.3614,0.0001,0.1692,0.095,0.0957,0.29,0.0073,0.2343,0.3131
Cole Stoddard,Umpqua,JUCO,Fr,0.313,4540,4540,2027,2025,106,0.2917,0.2207,0.3628,0.0,0.169,0.1092,0.065,0.2927,0.0063,0.2307,0.3264
Liam Irish,Chemeketa,JUCO,Fr,0.511,771,771,2027,2026,194,0.2914,0.2224,0.3605,-0.0005,0.1722,0.1138,0.0572,0.279,0.0056,0.2176,0.3354
Karsten Ingersoll,Grays Harbor,JUCO,Fr,0.235,953,953,2027,2026,57,0.2914,0.2195,0.3633,-0.0013,0.2474,0.1027,0.0718,0.3055,0.0065,0.2348,0.3246
Ryder Loftis,Blue Mountain,JUCO,So,0.506,698,698,2027,2026,95,0.2913,0.2222,0.3604,0.0004,0.1883,0.1062,0.0879,0.2805,0.0097,0.2211,0.316
Joseph Seo,Douglas,JUCO,Fr,0.211,4308,4308,2027,2025,62,0.2911,0.219,0.3633,0.0,0.1743,0.1005,0.0726,0.2987,0.0066,0.2369,0.3214
C.J. Bonner,SW Oregon,JUCO,Fr,0.218,1161,1161,2027,2026,52,0.2911,0.219,0.3631,0.0,0.2215,0.1079,0.0732,0.2985,0.0066,0.2317,0.3231
Kai Brown,Clackamas,JUCO,Fr,0.455,4255,2757,2027,2025,104,0.2907,0.2211,0.3603,0.0,0.2271,0.1028,0.0643,0.3004,0.0058,0.2298,0.3248
Joe Vaccaro,Chemeketa,JUCO,So,0.576,766,766,2027,2026,136,0.2903,0.222,0.3587,0.0002,0.1989,0.1163,0.0674,0.2896,0.0052,0.2241,0.3253
Jack Skelley,Centralia,JUCO,So,0.608,738,738,2027,2026,141,0.2902,0.2222,0.3582,0.0007,0.2033,0.1069,0.0797,0.2887,0.0069,0.2244,0.3195
Brandt Kneisler,Centralia,JUCO,Fr,0.352,743,743,2027,2026,101,0.29,0.2194,0.3607,-0.0001,0.1986,0.1157,0.0749,0.2914,0.0061,0.2255,0.3233
Easton Anderson,Yakima Valley,JUCO,Fr,0.394,1357,1357,2027,2026,121,0.2899,0.2196,0.3601,-0.0002,0.2589,0.1452,0.064,0.284,0.006,0.206,0.3344
Trayson Kostial,Yakima Valley,JUCO,Fr,0.461,4578,4578,2027,2025,142,0.2899,0.2203,0.3594,0.0,0.1641,0.0868,0.0716,0.2895,0.0058,0.2316,0.3205
Robert Campbell,Chemeketa,JUCO,So,0.449,769,769,2027,2026,87,0.2898,0.2201,0.3594,-0.0002,0.2226,0.1299,0.0533,0.2924,0.0056,0.2204,0.3334
Joey Giancola,Clackamas,JUCO,So,0.527,784,784,2027,2026,124,0.2898,0.221,0.3587,0.0003,0.1761,0.0938,0.0458,0.2801,0.0054,0.2157,0.3313
Jesse Mazziotti,Centralia,JUCO,So,0.493,4230,4230,2027,2025,116,0.2892,0.22,0.3585,0.0,0.2021,0.1051,0.0747,0.2915,0.0072,0.2265,0.3205
Brodan Curtiss,Chemeketa,JUCO,Fr,0.38,765,765,2027,2026,114,0.2892,0.2188,0.3595,-0.0002,0.1901,0.1143,0.0646,0.29,0.006,0.225,0.3257
Samuel Polanco,Grays Harbor,JUCO,So,0.546,954,954,2027,2026,146,0.2892,0.2206,0.3579,0.0002,0.1986,0.1092,0.0604,0.2975,0.0053,0.2329,0.3237
Giovanny Konieczny,Walla Walla,JUCO,So,0.319,1295,1295,2027,2026,87,0.289,0.2179,0.36,-0.0002,0.1585,0.1072,0.0599,0.2792,0.0061,0.2144,0.3302
Beau Benjamin,Skagit,JUCO,Fr,0.394,1145,1145,2027,2026,121,0.2889,0.2186,0.3591,-0.0008,0.2259,0.112,0.0556,0.2972,0.006,0.2256,0.328
Brady Wulf,Spokane,JUCO,Fr,0.336,1181,1181,2027,2026,94,0.2888,0.218,0.3597,-0.0017,0.2065,0.1092,0.0599,0.2996,0.0062,0.2348,0.3277
Tristan Reynolds,Douglas,JUCO,Fr,0.443,867,867,2027,2026,148,0.2888,0.2191,0.3586,-0.001,0.2744,0.0991,0.0829,0.3052,0.0082,0.227,0.3164
Kellen Rapp,Grays Harbor,JUCO,So,0.256,4350,4350,2027,2025,80,0.2888,0.2171,0.3605,0.0,0.2341,0.1104,0.0642,0.2959,0.0063,0.2254,0.3259
James Squire,Douglas,JUCO,So,0.309,886,886,2027,2025,104,0.2883,0.2171,0.3594,0.0,0.2355,0.0917,0.0731,0.3082,0.0061,0.2392,0.3151
Aiden Cuthbert,Douglas,JUCO,Fr,0.352,858,858,2027,2026,101,0.288,0.2173,0.3586,-0.0006,0.1933,0.1186,0.0587,0.2901,0.0061,0.2247,0.3267
Eliaz Duropan,Blue Mountain,JUCO,Fr,0.358,4200,4200,2027,2025,81,0.288,0.2174,0.3586,0.0,0.2304,0.1078,0.0642,0.2916,0.0061,0.22,0.3235
Taylor Brenneman,Chemeketa,JUCO,Fr,0.448,137,137,2027,2025,77,0.2879,0.2183,0.3576,0.0,0.1734,0.0855,0.0747,0.2966,0.0058,0.2398,0.3136
Caleb Tilford,Grays Harbor,JUCO,Fr,0.433,945,945,2027,2026,142,0.2877,0.2179,0.3576,-0.0014,0.2818,0.1032,0.0776,0.3082,0.0059,0.2254,0.3192
Dante Acacio,Olympic,JUCO,So,0.508,1061,1061,2027,2026,133,0.2872,0.2182,0.3563,0.0,0.172,0.0918,0.0563,0.3017,0.0054,0.2441,0.321
